ProductID,Date,Zip,Units,Revenue,StoreID,StaffID
1085,12/03/2017,T5K,1,84,26,23
1085,22/03/2017,L5N,1,84,26,24
1085,01/05/2017,M6J,2,168,26,23
1085,24/07/2017,R2G,1,84,26,24
1085,15/08/2017,M7Y,1,84,26,24
1085,26/08/2017,R3V,1,84,26,22
1086,01/12/2020,T5K,1,89.1975,28,28
1085,24/02/2019,L5R,1,83.9475,26,22
1085,29/07/2019,H2Y,1,86.5725,28,29
1085,30/11/2019,R3G,1,86.5725,26,23
1085,07/12/2019,R2C,1,86.5725,26,23
1085,27/12/2019,T6K,1,86.5725,26,23
1085,28/12/2019,L5T,1,86.5725,26,24
1085,29/12/2019,V6B,1,86.5725,26,22
1085,10/01/2020,M4V,1,86.5725,26,23
1081,15/04/2014,L4X,1,225.6975,25,19
1046,17/07/2015,L5N,1,99.6975,26,24
1062,02/01/2016,M6H,1,146.9475,28,29
1062,26/02/2016,V5Y,1,146.9475,26,22
1065,01/10/2018,T6H,1,309.6975,26,22
1065,31/10/2018,V6H,1,309.6975,26,23
1065,01/04/2019,V5K,1,309.6975,28,28
1065,19/09/2020,R3W,1,314.9475,26,23
1065,18/07/2021,R3T,1,314.9475,28,29
1065,11/08/2021,T3G,1,314.9475,25,19
1065,15/09/2021,K1H,1,314.9475,28,29
1061,29/11/2019,T3C,1,146.9475,26,24
1065,15/02/2014,K2P,1,296.5725,26,22
1053,24/05/2021,T6G,1,272.9475,26,24
1053,26/05/2021,L5P,1,272.9475,25,19
1053,28/07/2021,T6J,1,272.9475,25,21
1065,24/07/2018,M5X,1,309.6975,28,29
1062,28/10/2017,V5V,1,149.5725,25,21
1062,30/12/2017,V7W,1,149.5725,25,20
1062,19/03/2018,T2J,1,149.5725,25,19
1062,05/11/2018,V7M,1,141.6975,26,23
1061,23/12/2018,M5B,1,141.6975,28,29
1061,23/12/2018,R3V,1,141.6975,27,27
1061,01/03/2019,T6V,1,141.6975,28,28
1058,24/11/2018,L5P,1,131.1975,26,24
1058,30/12/2018,R3H,1,131.1975,26,22
1058,02/03/2019,M5P,1,136.4475,26,22
1058,27/10/2019,V5V,1,131.1975,28,29
1058,09/05/2020,K1R,1,131.1975,26,22
1058,31/01/2021,R3G,1,136.4475,26,24
1058,08/02/2021,V6R,2,272.895,26,22
1058,09/06/2021,V6A,1,136.4475,28,28
1058,22/02/2020,V5X,1,131.1975,26,23
1058,27/12/2020,L5R,1,136.4475,28,28
1066,15/05/2014,M7Y,1,296.5725,26,22
1052,27/09/2021,T6G,1,246.6975,28,30
1053,01/03/2015,T6G,1,251.9475,26,24
1053,21/08/2015,L5N,1,262.4475,26,23
1065,06/10/2019,L5P,1,314.9475,26,24
1070,31/10/2021,V7T,1,157.4475,26,22
1065,15/05/2014,M7Y,1,296.5725,26,24
1065,15/09/2014,L5R,1,296.5725,27,27
1061,28/12/2019,M4V,1,141.6975,26,24
1061,11/02/2020,T6E,1,146.9475,26,23
1075,06/07/2015,T5W,1,254.5725,25,19
1062,02/04/2019,L4X,1,141.6975,26,23
1062,29/12/2019,L4X,1,146.9475,26,23
1062,11/02/2020,T6E,1,146.9475,25,19
1066,24/01/2018,T5L,1,309.6975,25,20
1066,19/03/2018,M4N,1,309.6975,26,24
1066,31/10/2018,V6H,1,309.6975,26,22
1066,19/01/2019,R3B,1,309.6975,28,30
1066,01/04/2019,V5K,1,309.6975,26,23
1066,19/09/2020,R3W,1,314.9475,26,23
1062,28/05/2019,V6H,1,141.6975,25,21
1053,08/08/2016,T5L,1,262.4475,26,24
1053,30/08/2016,T5L,1,262.4475,26,22
1053,03/01/2018,T5S,1,262.4475,26,22
1053,04/02/2018,T5H,1,262.4475,28,29
1053,01/04/2019,T2C,1,262.4475,28,28
1085,29/07/2020,R2G,1,89.1975,26,24
1085,12/08/2020,R2L,1,89.1975,25,20
1085,30/08/2020,T6G,1,89.1975,27,25
1085,30/09/2020,T2E,1,89.1975,26,24
1085,28/12/2020,V6Z,1,89.1975,26,23
1105,01/03/2017,T1Y,1,246.6975,26,22
1105,15/07/2020,H1B,1,251.9475,26,22
1105,23/01/2021,M4V,1,246.6975,26,22
1093,04/03/2018,R3T,1,57.6975,28,28
1093,10/04/2018,R3V,1,57.6975,26,22
1093,28/04/2018,T2S,1,57.6975,28,30
1093,06/10/2018,V7W,1,57.6975,27,25
1093,03/11/2018,R3Y,1,57.6975,28,30
1093,17/12/2018,T2X,1,57.6975,26,24
1093,27/12/2019,V7W,1,57.6975,26,23
1093,03/03/2020,V6Z,1,57.6975,27,25
1093,17/04/2021,H2Y,1,62.9475,26,23
1094,02/05/2018,R3M,1,57.6975,25,19
1094,13/11/2018,R3V,1,57.6975,28,28
1181,26/07/2019,V6J,1,419.9475,28,29
1182,15/04/2014,M5X,1,183.6975,25,19
1182,15/09/2014,L5N,1,157.4475,26,22
1182,15/09/2014,V6M,1,157.4475,27,25
1182,15/11/2014,R2G,1,157.4475,28,29
1182,28/02/2015,R3N,1,157.4475,26,22
1182,15/06/2015,R3T,1,157.4475,26,22
1182,27/06/2015,T6B,1,157.4475,25,19
1139,25/04/2015,M5A,1,671.9475,28,30
1170,15/03/2021,L5N,2,934.395,26,24
1170,02/06/2021,T6E,1,467.1975,26,24
1094,25/06/2018,T5K,1,57.6975,26,22
1094,10/11/2018,V6R,1,57.6975,26,22
1094,15/09/2019,T5B,1,57.6975,26,24
1094,30/11/2019,M6P,1,57.6975,27,26
1094,21/12/2019,V6J,1,57.6975,26,24
1094,22/12/2019,T2L,1,57.6975,26,22
1094,27/12/2019,T6K,1,57.6975,28,29
1094,16/03/2020,R3S,1,57.6975,25,21
1094,27/12/2021,M5X,1,62.9475,26,24
1095,30/06/2018,V6Z,1,125.9475,28,28
1095,29/12/2018,M5B,1,120.6975,26,22
1182,14/08/2015,T2J,1,173.1975,26,22
1139,05/03/2017,R3V,1,682.4475,26,22
1108,15/09/2014,M5P,1,160.0725,27,25
1108,04/01/2015,H1B,1,160.0725,26,24
1108,29/09/2015,V6H,1,160.0725,26,23
1109,15/01/2014,R3R,1,209.9475,26,23
1109,15/06/2014,L5K,1,209.9475,28,29
1109,15/07/2014,L5K,1,209.9475,28,29
1109,15/07/2014,R3V,1,209.9475,28,29
1109,04/09/2016,V5T,1,209.9475,26,22
1109,13/05/2017,L5T,1,209.9475,26,24
1109,23/10/2018,V6S,1,209.9475,28,29
1091,29/12/2015,T3G,1,181.0725,26,24
1091,12/02/2016,H1B,1,181.0725,26,23
1091,26/02/2016,T5H,1,181.0725,26,23
1109,31/01/2020,R3K,1,215.1975,28,29
1109,24/03/2020,L5G,1,215.1975,28,28
1109,30/03/2020,T6E,1,209.9475,26,23
1182,16/10/2018,T5K,1,157.4475,28,30
1182,04/11/2018,R3W,1,157.4475,26,23
1117,22/02/2015,V6Z,1,299.1975,27,27
1117,01/03/2015,L5V,1,299.1975,26,24
1117,03/08/2019,T5Y,1,309.6975,26,22
1115,27/11/2021,M5P,1,362.1975,26,23
1091,17/10/2015,M6H,1,181.0725,26,23
1091,26/10/2015,R3B,1,181.0725,26,23
1091,02/02/2016,T6H,1,181.0725,25,20
1091,20/11/2016,T6G,1,181.0725,27,26
1091,18/12/2016,M5R,1,181.0725,25,21
1092,17/10/2015,M6H,1,181.0725,25,19
1092,02/02/2016,T6H,1,181.0725,25,21
1092,26/02/2016,T5H,1,181.0725,26,24
1144,18/05/2020,T6R,1,414.6975,26,23
1086,28/04/2020,T6E,1,86.5725,28,28
1086,12/05/2020,L5N,1,86.5725,26,23
1076,05/09/2017,T5K,1,259.8225,26,23
1086,06/12/2020,T6R,1,89.1975,26,24
1086,13/12/2020,T6H,1,89.1975,26,22
1086,17/12/2017,R3R,1,84,26,22
1086,21/02/2018,M6H,1,89.1975,26,23
1086,02/06/2018,T6G,1,89.1975,26,22
1086,29/12/2018,K1R,1,83.9475,26,22
1086,30/12/2018,T1Y,1,83.9475,26,23
1086,03/02/2019,T2X,1,89.1975,25,21
1075,25/10/2016,L5P,1,259.8225,26,24
1075,27/11/2016,T6H,1,259.8225,25,21
1076,15/10/2014,K1N,1,254.5725,25,21
1076,14/03/2015,T5Y,1,254.5725,26,24
1076,05/07/2015,V6R,1,254.5725,26,24
1076,27/11/2016,T6H,1,259.8225,25,19
1076,30/08/2017,M4R,1,259.8225,27,27
1082,26/03/2017,V6A,1,230.9475,26,23
1085,17/05/2020,L5R,1,86.5725,28,28
1085,21/11/2020,T5G,1,89.1975,28,30
1085,21/12/2020,V5V,1,86.5725,25,21
1065,03/01/2021,L5G,1,314.9475,28,29
1065,27/11/2021,M6H,1,314.9475,26,24
1066,15/01/2014,T2T,1,296.5725,26,23
1066,15/02/2014,K2P,1,296.5725,26,23
1066,15/11/2014,L5P,1,296.5725,26,23
1082,15/04/2014,L4X,1,225.6975,27,27
1082,24/07/2017,V6S,1,230.9475,26,24
1082,16/02/2020,T6E,1,230.9475,26,24
1065,07/03/2018,T6E,1,304.4475,25,21
1065,27/05/2018,V5K,1,309.6975,27,26
1065,25/06/2018,M5A,1,309.6975,26,24
1065,30/12/2021,L4X,1,314.9475,25,19
1086,05/06/2017,R3H,1,84,26,22
1086,08/07/2017,V6Z,1,84,26,22
1085,03/01/2021,V5W,1,89.1975,26,23
1085,17/01/2021,M7Y,1,89.1975,26,22
1085,02/02/2021,T1Y,1,89.1975,26,23
1085,31/08/2021,R2G,1,89.1975,28,30
1085,13/09/2021,K1H,1,89.1975,26,24
1085,18/03/2017,M5P,1,84,25,19
1069,28/07/2021,V5T,1,157.4475,26,22
1069,15/11/2021,V6A,1,157.4475,26,23
1069,30/12/2021,R3H,1,157.4475,26,22
1070,29/08/2021,T5K,1,157.4475,26,22
1081,14/05/2018,R3B,1,230.9475,25,20
1070,15/11/2021,V6A,1,157.4475,25,19
1070,30/12/2021,R3H,1,157.4475,27,26
1075,15/09/2014,L4Y,1,254.5725,26,22
1075,14/03/2015,T5Y,1,254.5725,26,22
1075,24/10/2016,R3T,1,254.5725,28,29
1085,23/12/2019,M4V,1,86.5725,28,29
1085,28/12/2019,L5P,1,86.5725,28,29
1085,29/12/2019,R3H,1,86.5725,26,23
1085,29/12/2019,T6E,1,86.5725,26,23
1085,25/01/2020,R3X,1,86.5725,25,20
1139,04/04/2015,V6G,1,671.9475,25,20
1139,08/06/2016,R3W,1,682.4475,26,24
1139,13/07/2016,V6T,1,682.4475,28,30
1139,25/07/2016,L5P,1,682.4475,26,24
1139,07/09/2016,R2G,1,682.4475,27,26
1139,13/12/2016,R2C,1,682.4475,26,22
1139,22/02/2017,T6K,1,682.4475,28,29
1105,27/12/2021,T3G,1,259.8225,26,22
1110,27/12/2016,T2J,1,209.9475,26,22
1110,20/09/2017,K2P,1,209.9475,25,20
1110,20/12/2017,T5Y,1,209.9475,26,22
1110,31/03/2020,L5V,1,209.9475,26,22
1111,15/11/2014,M7Y,1,118.0725,26,24
1111,22/08/2015,V5W,1,118.0725,28,28
1111,14/12/2015,M5L,1,118.0725,26,22
1097,03/01/2020,T6V,1,293.9475,25,19
1097,28/04/2020,T6E,1,293.9475,26,24
1097,28/11/2020,R3G,1,309.6975,26,22
1097,23/05/2021,R3V,1,309.6975,26,22
1091,24/05/2016,V6B,1,181.0725,26,24
1091,21/06/2016,T5H,1,181.0725,28,28
1091,30/10/2021,T6J,1,175.8225,25,19
1092,12/02/2016,H1B,1,181.0725,26,22
1092,29/05/2016,M6J,1,181.0725,26,23
1092,31/07/2016,V7M,1,181.0725,26,23
1092,02/01/2017,M6P,1,181.0725,28,29
1098,05/11/2018,R2K,1,293.9475,26,24
1098,29/06/2019,L5N,1,293.9475,26,23
1182,01/11/2019,M5A,1,157.4475,28,30
1086,23/06/2021,M4E,1,89.1975,26,23
1086,31/08/2021,R2G,1,89.1975,28,28
1086,02/10/2021,M4E,2,178.395,26,22
1086,28/11/2021,R2C,1,89.1975,26,24
1086,30/11/2021,L5R,1,89.1975,26,23
1106,28/01/2017,T6W,1,246.6975,26,23
1166,15/03/2014,T2C,1,535.4475,26,22
1166,15/04/2014,K1A,1,535.4475,26,24
1166,15/05/2014,M4E,1,535.4475,26,23
1166,15/05/2014,M6S,1,535.4475,25,20
1166,11/04/2015,T6H,2,1102.395,26,24
1166,25/03/2017,R2V,1,535.4475,26,22
1168,15/11/2014,H1B,1,367.4475,27,27
1168,20/04/2015,R2Y,1,377.9475,28,29
1168,27/07/2016,V7Y,1,377.9475,26,24
1168,20/08/2016,L5W,1,377.9475,28,28
1168,31/08/2016,M7Y,1,377.9475,26,24
1168,31/01/2018,R2C,1,367.4475,28,30
1168,30/06/2018,V6Z,1,367.4475,26,23
1098,30/03/2021,M4V,1,309.6975,26,23
1114,03/10/2017,R3H,1,162.6975,25,20
1114,26/12/2017,V6T,1,167.9475,26,24
1114,25/08/2018,V5Y,1,152.1975,26,23
1114,29/10/2018,L5T,1,152.1975,26,23
1114,27/10/2020,K1H,1,157.4475,26,23
1098,11/11/2018,M4E,1,293.9475,26,22
1098,05/01/2019,R3E,1,293.9475,26,23
1098,02/08/2019,L5R,1,293.9475,28,30
1087,17/11/2020,V6G,1,286.0725,25,20
1088,17/11/2020,V6G,1,286.0725,26,23
1139,14/02/2017,V7M,1,682.4475,28,30
1139,11/04/2017,T1Y,1,682.4475,26,24
1156,20/07/2015,T2J,1,341.1975,28,28
1156,03/12/2017,H1B,1,346.4475,26,22
1143,09/08/2019,R3H,1,551.1975,26,24
1144,25/06/2016,M6G,1,414.6975,26,23
1144,17/07/2016,T6G,1,414.6975,26,22
1144,15/10/2016,T5Y,1,414.6975,25,19
1144,30/04/2017,T6K,1,414.6975,26,24
1144,13/08/2017,T3G,1,414.6975,26,24
1112,15/05/2014,V6R,1,116.4975,28,29
1112,15/06/2014,M4E,1,116.4975,26,23
1112,07/02/2015,V5K,1,118.0725,26,23
1112,05/12/2015,L5T,1,120.6975,25,20
1112,05/02/2018,L5T,1,120.6975,26,24
1113,28/12/2020,M4E,1,146.9475,26,24
1113,03/01/2021,M4V,1,146.9475,26,23
1113,06/03/2021,K2P,1,146.9475,26,24
1085,03/05/2017,M6H,1,84,26,23
1085,25/10/2017,R2V,1,84,28,30
1085,29/10/2017,L5R,1,89.1975,28,28
1085,30/10/2017,R2W,1,89.1975,26,23
1085,15/11/2017,V6M,1,89.1975,26,22
1085,25/11/2017,T6E,1,84,26,22
1085,30/12/2017,R3G,1,84,26,23
1085,17/05/2020,V7W,1,86.5725,25,20
1085,23/05/2020,T6E,1,86.5725,26,23
1085,31/05/2020,M4P,1,86.5725,26,23
1085,27/11/2021,L5H,1,89.1975,26,22
1065,17/01/2017,R3T,2,608.895,26,22
1066,27/12/2021,T5Y,1,314.9475,26,24
1062,13/11/2016,R3M,1,149.5725,26,24
1062,07/12/2016,V6S,1,149.5725,25,21
1062,28/03/2017,T2C,1,149.5725,26,23
1062,12/03/2018,V5V,1,149.5725,25,19
1082,29/03/2016,R3G,1,230.9475,26,23
1085,02/06/2018,T5V,1,89.1975,25,20
1085,30/07/2018,T6K,1,83.9475,26,22
1086,27/11/2021,V7W,1,89.1975,26,22
1086,28/11/2021,T6R,1,89.1975,25,20
1086,02/06/2018,T5V,1,89.1975,27,27
1086,14/10/2018,V6G,1,89.1975,26,22
1086,23/12/2018,T5V,1,83.9475,27,25
1086,03/02/2019,R3T,1,83.9475,26,24
1075,07/08/2017,L5P,1,259.8225,28,30
1075,12/08/2017,T6R,1,259.8225,26,23
1085,27/10/2021,V7W,1,89.1975,28,29
1085,19/06/2017,M4Y,1,84,26,22
1085,27/12/2017,K1N,1,89.1975,26,24
1085,31/03/2018,R3X,1,89.1975,26,22
1085,09/12/2018,T3C,1,83.9475,26,23
1085,29/12/2018,L5P,1,83.9475,26,23
1085,30/12/2018,M4E,2,167.895,26,23
1085,30/12/2018,R3G,1,83.9475,26,22
1085,16/06/2020,K2A,1,86.5725,25,19
1085,13/12/2020,T6G,1,89.1975,26,23
1085,22/12/2020,L5R,1,89.1975,25,21
1085,01/02/2021,T2A,1,89.1975,26,22
1085,31/03/2021,R2G,1,89.1975,28,30
1086,26/12/2016,V7W,1,84,26,22
1085,08/01/2019,L5G,1,83.9475,26,23
1085,28/01/2019,T6K,1,83.9475,27,27
1085,01/04/2019,T2C,1,83.9475,26,22
1085,20/10/2019,R2V,1,86.5725,26,23
1085,29/11/2019,T6G,1,86.5725,26,24
1085,17/12/2019,T2Y,1,86.5725,28,30
1085,20/12/2019,L5M,1,86.5725,26,22
1062,05/12/2018,T6E,1,141.6975,26,24
1081,04/02/2017,T5K,1,230.9475,26,23
1081,24/07/2017,V6S,1,230.9475,25,21
1085,29/10/2019,R2V,1,86.5725,28,30
1085,30/11/2019,T2J,1,86.5725,26,22
1085,09/12/2019,M4E,1,86.5725,26,23
1085,13/12/2019,T6H,1,86.5725,26,23
1085,31/01/2020,T3C,1,86.5725,26,22
1085,01/04/2020,R3A,1,86.5725,26,22
1085,03/08/2020,L5H,1,86.5725,26,22
1085,19/09/2020,L4Y,1,86.5725,25,21
1086,20/12/2017,M6S,1,84,25,20
1086,30/12/2017,T6W,1,89.1975,26,23
1086,03/02/2018,R2L,1,89.1975,25,20
1069,11/08/2021,H1B,1,157.4475,28,29
1069,31/10/2021,V7T,1,157.4475,26,23
1066,16/01/2017,V5T,1,304.4475,28,28
1066,13/02/2017,L5P,1,304.4475,26,24
1066,01/10/2018,T6H,1,309.6975,26,23
1075,26/10/2016,V5X,1,259.8225,26,24
1075,04/03/2017,R2L,1,254.5725,26,22
1076,04/05/2015,T2L,1,254.5725,28,29
1076,19/07/2015,V7Y,1,254.5725,27,27
1076,26/08/2017,L5R,1,259.8225,28,28
1076,11/10/2017,M6P,1,259.8225,26,22
1110,23/10/2018,V6S,1,209.9475,28,28
1110,31/01/2020,R3K,1,215.1975,28,29
1110,24/03/2020,L5G,1,215.1975,26,22
1110,30/03/2020,T6E,1,209.9475,26,23
1111,15/03/2014,R3H,1,116.4975,26,24
1111,15/11/2014,V7Y,1,118.0725,28,28
1111,23/04/2016,R3T,1,118.0725,25,21
1111,31/08/2016,V5N,1,120.6975,28,29
1094,15/02/2020,V5T,1,57.6975,26,24
1094,31/03/2020,T6E,1,57.6975,26,23
1094,28/09/2020,T6G,1,62.9475,28,28
1094,20/03/2021,T5K,1,62.9475,26,22
1095,30/12/2017,L4Y,1,125.9475,25,19
1095,31/12/2017,M4R,1,125.9475,25,19
1095,30/10/2018,V6M,1,125.9475,26,22
1095,08/12/2018,V5V,1,120.6975,26,24
1095,06/01/2019,T6G,1,120.6975,27,25
1095,12/10/2020,R2G,1,120.6975,26,23
1095,21/02/2021,M5P,1,125.9475,26,24
1182,21/05/2016,R3T,1,173.1975,28,28
1182,04/06/2016,T5K,1,173.1975,26,22
1182,17/10/2016,R3V,1,173.1975,26,23
1182,26/12/2016,R2L,1,157.4475,26,22
1182,30/09/2017,R3H,1,173.1975,25,20
1120,24/10/2020,R3A,2,351.645,25,20
1120,29/03/2021,M5R,1,175.8225,25,20
1120,15/05/2021,T5W,1,175.8225,28,30
1111,25/06/2017,M4P,1,120.6975,26,24
1111,05/02/2018,L5T,1,120.6975,26,23
1165,23/03/2019,L5R,1,577.4475,26,24
1165,26/04/2019,V7W,1,577.4475,28,30
1165,01/06/2019,L5N,1,577.4475,26,23
1165,20/12/2019,R3X,1,577.4475,28,30
1165,27/06/2020,M6H,1,577.4475,26,22
1165,02/08/2020,K1H,1,577.4475,26,23
1165,27/09/2020,L5R,1,577.4475,26,24
1095,17/12/2019,V6Z,1,120.6975,26,22
1106,26/05/2020,R3X,1,251.9475,26,22
1106,24/07/2021,L5J,1,259.8225,26,22
1107,15/07/2014,K1R,1,160.0725,25,21
1107,15/10/2014,M6H,1,160.0725,25,21
1107,22/05/2015,V5X,1,160.0725,26,23
1109,15/03/2014,T2J,1,209.9475,26,23
1182,26/11/2017,L5N,1,157.4475,26,23
1182,27/03/2018,R2G,1,157.4475,26,22
1120,15/06/2014,R2G,1,175.8225,26,23
1120,25/01/2020,L5T,1,175.8225,26,24
1165,07/10/2020,T3G,1,577.4475,26,23
1165,02/12/2020,L5N,1,577.4475,25,21
1112,15/02/2014,R3T,1,116.4975,26,22
1112,06/03/2015,R3B,1,116.4975,26,22
1112,22/12/2015,V5S,1,120.6975,26,24
1112,09/03/2016,V7R,1,118.0725,26,23
1112,21/06/2016,V6M,1,120.6975,26,24
1112,09/12/2020,T2X,1,120.6975,28,30
1113,31/10/2020,V5V,1,146.9475,26,22
1113,19/12/2020,T6J,1,146.9475,28,28
1113,19/01/2021,V7W,1,146.9475,26,23
1132,30/05/2018,T6E,1,629.9475,25,20
1133,15/05/2014,T6H,1,629.9475,26,22
1133,15/06/2014,T5G,1,650.9475,28,29
1133,13/11/2016,L5T,1,645.6975,26,23
1061,16/12/2018,V6M,1,141.6975,26,23
1061,27/12/2019,T6K,1,146.9475,26,24
1061,29/12/2019,L4X,1,146.9475,26,23
1061,27/07/2021,M4E,1,146.9475,26,23
1061,02/10/2021,T6J,1,146.9475,26,22
1085,30/09/2018,M5B,1,83.9475,26,24
1066,23/02/2016,V6H,1,304.4475,28,28
1085,07/03/2018,V6S,1,84,27,27
1080,15/01/2014,V6B,1,262.4475,28,28
1080,15/07/2014,V6L,1,265.0725,26,23
1082,15/10/2014,T6E,1,228.3225,25,20
1082,04/04/2015,M5X,1,228.3225,25,21
1082,20/04/2015,M5R,1,228.3225,28,30
1081,05/03/2017,R3T,1,230.9475,26,24
1081,05/12/2018,T6E,1,230.9475,27,25
